"date","locality","state","location_detail","online","type","title","macroevent","actors","organizations","participants","claims","valence","issues","size_text","size_low","size_high","size_mean","size_cat","arrests","arrests_any","injuries_crowd","injuries_crowd_any","injuries_police","injuries_police_any","property_damage","property_damage_any","chemical_agents","participant_measures","police_measures","participant_deaths","police_deaths","source_1","source_2","source_3","source_4","source_5","source_6","source_7","source_8","source_9","source_10","source_11","source_12","source_13","source_14","source_15","source_16","source_17","source_18","source_19","source_20","source_21","source_22","source_23","source_24","source_25","source_26","source_27","source_28","source_29","source_30","notes","lat","lon","resolved_locality","resolved_county","resolved_state","fips_code"
2019-09-20,"Baltimore","MD","Baltimore City Hall",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","thousands",2000,2000,2000,3,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://www.baltimoresun.com/news/environment/bs-md-climate-change-protests-20190920-rgws6ht3hfel7jeasigzmclv2e-story.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","Baltimore City Hall",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","thousands",2000,2000,2000,3,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://www.baltimoresun.com/news/environment/bs-md-climate-change-protests-20190920-rgws6ht3hfel7jeasigzmclv2e-story.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","Baltimore City Hall",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","thousands",2000,2000,2000,3,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://www.baltimoresun.com/news/environment/bs-md-climate-change-protests-20190920-rgws6ht3hfel7jeasigzmclv2e-story.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","Loyola University of Maryland",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.baltimoresun.com/news/environment/bs-md-climate-change-protests-20190920-rgws6ht3hfel7jeasigzmclv2e-story.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","Loyola University of Maryland",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.baltimoresun.com/news/environment/bs-md-climate-change-protests-20190920-rgws6ht3hfel7jeasigzmclv2e-story.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","Loyola University of Maryland",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.baltimoresun.com/news/environment/bs-md-climate-change-protests-20190920-rgws6ht3hfel7jeasigzmclv2e-story.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","University of Maryland, Baltimore County",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.baltimoresun.com/news/environment/bs-md-climate-change-protests-20190920-rgws6ht3hfel7jeasigzmclv2e-story.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","University of Maryland, Baltimore County",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.baltimoresun.com/news/environment/bs-md-climate-change-protests-20190920-rgws6ht3hfel7jeasigzmclv2e-story.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","University of Maryland, Baltimore County",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.baltimoresun.com/news/environment/bs-md-climate-change-protests-20190920-rgws6ht3hfel7jeasigzmclv2e-story.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","Cohen Plaza; Maryland Institute College of Art",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1303 W Mount Royal Avenue","39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Baltimore","MD","Cohen Plaza; Maryland Institute College of Art",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1303 W Mount Royal Avenue","39.290385","-76.612189","Baltimore",NA,"MD","24510"
2019-09-20,"Bethesda","MD","Starbucks at Bethesda Metro",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 Metro Center","38.984652","-77.094709","Bethesda","Montgomery County","MD","24031"
2019-09-20,"Bethesda","MD","Starbucks at Bethesda Metro",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 Metro Center","38.984652","-77.094709","Bethesda","Montgomery County","MD","24031"
2019-09-20,"Chevy Chase","MD","Chevy Chase Elementary School",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.969277","-77.078867","Chevy Chase","Montgomery County","MD","24031"
2019-09-20,"Chevy Chase","MD","Chevy Chase Elementary School",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.969277","-77.078867","Chevy Chase","Montgomery County","MD","24031"
2019-09-20,"Clarksville","MD","River Hill High School; 12101 Clarksville Pike",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.206196","-76.945566","Clarksville","Howard County","MD","24027"
2019-09-20,"Clarksville","MD","River Hill High School; 12101 Clarksville Pike",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.206196","-76.945566","Clarksville","Howard County","MD","24027"
2019-09-20,"Columbia","MD","The intersection of Broken Land Pkwy. and Little Patuxent Pkwy.",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100 Broken Land Pkwy","39.203714","-76.861046","Columbia","Howard County","MD","24027"
2019-09-20,"Columbia","MD","The intersection of Broken Land Pkwy. and Little Patuxent Pkwy.",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100 Broken Land Pkwy","39.203714","-76.861046","Columbia","Howard County","MD","24027"
2019-09-20,"Columbia","MD","Oakland Mills High School Stadium",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9410 Kilimanjaro Road","39.203714","-76.861046","Columbia","Howard County","MD","24027"
2019-09-20,"Columbia","MD","Oakland Mills High School Stadium",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9410 Kilimanjaro Road","39.203714","-76.861046","Columbia","Howard County","MD","24027"
2019-09-20,"Cumberland","MD","College Center Lounge",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12401 Willowbrook Road","39.652865","-78.762518","Cumberland","Allegany County","MD","24001"
2019-09-20,"Cumberland","MD","College Center Lounge",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12401 Willowbrook Road","39.652865","-78.762518","Cumberland","Allegany County","MD","24001"
2019-09-20,"Eldersburg","MD",NA,0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.403715","-76.950257","Eldersburg","Carroll County","MD","24013"
2019-09-20,"Eldersburg","MD",NA,0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.403715","-76.950257","Eldersburg","Carroll County","MD","24013"
2019-09-20,"Frederick","MD","12 East Church St; Front of Winchester Hall",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.414269","-77.410541","Frederick","Frederick County","MD","24021"
2019-09-20,"Frederick","MD","12 East Church St; Front of Winchester Hall",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.414269","-77.410541","Frederick","Frederick County","MD","24021"
2019-09-20,"Frostburg","MD","Upper Quad - FSU Campus; 101 Braddock Road",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","count pic",70,70,70,1,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://thebottomlinenews.com/fsu-hosts-student-organized-climate-strike/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.658142","-78.928357","Frostburg","Allegany County","MD","24001"
2019-09-20,"Frostburg","MD","Upper Quad - FSU Campus; 101 Braddock Road",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","count pic",70,70,70,1,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://thebottomlinenews.com/fsu-hosts-student-organized-climate-strike/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.658142","-78.928357","Frostburg","Allegany County","MD","24001"
2019-09-20,"Frostburg","MD","Upper Quad - FSU Campus; 101 Braddock Road",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","count pic",70,70,70,1,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://thebottomlinenews.com/fsu-hosts-student-organized-climate-strike/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.658142","-78.928357","Frostburg","Allegany County","MD","24001"
2019-09-20,"Glenelg","MD","Glenelg High School; 14025 Burntwoods Rd",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.264114","-76.992808","Glenelg","Howard County","MD","24027"
2019-09-20,"Glenelg","MD","Glenelg High School; 14025 Burntwoods Rd",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.264114","-76.992808","Glenelg","Howard County","MD","24027"
2019-09-20,"Landover","MD","Greater Landover at school",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.934","-76.89664","Greater Landover","Prince George's County","MD","24033"
2019-09-20,"Landover","MD","Greater Landover at school",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.934","-76.89664","Greater Landover","Prince George's County","MD","24033"
2019-09-20,"Laurel","MD","Laurel Main Street Park",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"378 Main Street","39.099275","-76.848306","Laurel","Prince George's County","MD","24033"
2019-09-20,"Laurel","MD","Laurel Main Street Park",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"378 Main Street","39.099275","-76.848306","Laurel","Prince George's County","MD","24033"
2019-09-20,"Silver Spring","MD","Silver Spring Metro Station",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://www.kcci.com/article/climate-strikes-sweep-the-globe-as-protesters-demand-urgent-action/29146515#","https://www.wusa9.com/article/tech/science/environment/youth-climate-change-protesters/65-9f3c1da2-1fd0-4f3a-9efb-99065dbf058b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.990666","-77.026088","Silver Spring","Montgomery County","MD","24031"
2019-09-20,"Silver Spring","MD","Silver Spring Metro Station",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://www.kcci.com/article/climate-strikes-sweep-the-globe-as-protesters-demand-urgent-action/29146515#","https://www.wusa9.com/article/tech/science/environment/youth-climate-change-protesters/65-9f3c1da2-1fd0-4f3a-9efb-99065dbf058b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.990666","-77.026088","Silver Spring","Montgomery County","MD","24031"
2019-09-20,"Silver Spring","MD","Silver Spring Metro Station",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://www.kcci.com/article/climate-strikes-sweep-the-globe-as-protesters-demand-urgent-action/29146515#","https://www.wusa9.com/article/tech/science/environment/youth-climate-change-protesters/65-9f3c1da2-1fd0-4f3a-9efb-99065dbf058b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.990666","-77.026088","Silver Spring","Montgomery County","MD","24031"
2019-09-20,"Silver Spring","MD","Silver Spring Metro Station",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org","https://www.kcci.com/article/climate-strikes-sweep-the-globe-as-protesters-demand-urgent-action/29146515#","https://www.wusa9.com/article/tech/science/environment/youth-climate-change-protesters/65-9f3c1da2-1fd0-4f3a-9efb-99065dbf058b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.990666","-77.026088","Silver Spring","Montgomery County","MD","24031"
2019-09-20,"Westminster","MD","Red Square & Main Quads",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 College Hill","39.575379","-76.995815","Westminster","Carroll County","MD","24013"
2019-09-20,"Westminster","MD","Red Square & Main Quads",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 College Hill","39.575379","-76.995815","Westminster","Carroll County","MD","24013"
2019-09-20,"Bangor","ME","in front of Bangor HS",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","200.0",200,200,200,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://www.350maine.org/september_20th_strikes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.801613","-68.771226","Bangor","Penobscot County","ME","23019"
2019-09-20,"Bangor","ME","in front of Bangor HS",0,"demonstration",NA,"20190920-climatestrike","students",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","200.0",200,200,200,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://www.350maine.org/september_20th_strikes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.801613","-68.771226","Bangor","Penobscot County","ME","23019"
2019-09-20,"Bar Harbor","ME","Village Green",0,"demonstration",NA,"20190920-climatestrike","general protestors",NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment","300.0",300,300,300,2,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://www.facebook.com/events/village-green-bar-harbor/global-climate-strike-bar-harbor-me/2476579869287170/","https://www.350maine.org/september_20th_strikes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.387612","-68.203912","Bar Harbor","Hancock County","ME","23009"
